iter	Logloss
294	0.3094981194
295	0.3087690353
296	0.3077877998
297	0.3071384668
298	0.3063160658
299	0.3058171272
300	0.305405879
301	0.3047217607
302	0.3038764238
303	0.3031215429
304	0.3025128603
305	0.3017352581
306	0.301261282
307	0.3006521702
308	0.3001251936
309	0.2995294094
310	0.2985424042
311	0.2977403164
312	0.2968634129
313	0.2962479115
314	0.2959019184
315	0.2952438354
316	0.294598937
317	0.2939219952
318	0.2931014061
319	0.292231679
320	0.2916401625
321	0.2911966801
322	0.2902876854
323	0.2896229029
324	0.2893683434
325	0.2887293816
326	0.2881738186
327	0.2873826981
328	0.2867039204
329	0.2859758139
330	0.2854058027
331	0.2848185301
332	0.2840969801
333	0.2832215309
334	0.2826982498
335	0.282218504
336	0.2816293716
337	0.2809467554
338	0.2801944256
339	0.2796709538
340	0.2789658308
341	0.2782344818
342	0.2778347015
343	0.2774530411
344	0.276945591
345	0.2764157772
346	0.2757908344
347	0.2752897263
348	0.2746600151
349	0.2740256786
350	0.2732853889
351	0.2725018978
352	0.2720111847
353	0.271358633
354	0.2706339598
355	0.2699146271
356	0.2693798065
357	0.2687951565
358	0.2681659937
359	0.2676364899
360	0.2671476364
361	0.2666315794
362	0.2661874056
363	0.2657069921
364	0.2652700901
365	0.2649053097
366	0.264405632
367	0.2640460491
368	0.2636042118
369	0.262784481
370	0.2621355295
371	0.2617232323
372	0.2612332821
373	0.2605946064
374	0.2602604389
375	0.2597555161
376	0.2593577385
377	0.2586986542
378	0.2583375454
379	0.2579852581
380	0.2574272871
381	0.2568455696
382	0.2562257051
383	0.2558660984
384	0.2555250645
385	0.2550066471
386	0.2545209408
387	0.2539420843
388	0.2534862995
389	0.2529809952
390	0.2524450541
391	0.2519784451
392	0.2513528585
393	0.2508286476
394	0.2502269268
395	0.2498225927
396	0.24939363
397	0.2487328529
398	0.2482277393
399	0.2477930784
400	0.2472742081
401	0.2470103025
402	0.2465813637
403	0.2463687897
404	0.2457812548
405	0.2452551603
406	0.2447626591
407	0.2443453312
408	0.2439904213
409	0.2434841633
410	0.2430622578
411	0.2426111221
412	0.2421115398
413	0.241480279
414	0.2410263538
415	0.2404342413
416	0.2399512768
417	0.2394265652
418	0.2389745235
419	0.2385833263
420	0.2381361723
421	0.2375547171
422	0.2372365475
423	0.2367877007
424	0.2362512589
425	0.2357203484
426	0.2349516153
427	0.2343565702
428	0.2338535309
429	0.2333832502
430	0.2327964306
431	0.2323801994
432	0.2320246696
433	0.2316661835
434	0.2311241627
435	0.230876112
436	0.2305457115
437	0.2299245834
438	0.2292532921
439	0.2290426493
440	0.2286680698
441	0.2282543659
442	0.2278049231
443	0.2274540424
444	0.2271162033
445	0.226586628
446	0.2261649132
447	0.225673461
448	0.2252129793
449	0.2248309612
450	0.224233675
451	0.2239655972
452	0.2234167099
453	0.2230441332
454	0.2226338387
455	0.222292614
456	0.2218687773
457	0.2215006828
458	0.2210975647
459	0.2206596613
460	0.220122695
461	0.2196950912
462	0.2193811178
463	0.2191038132
464	0.2186163902
465	0.2183408499
466	0.2178777695
467	0.2174559355
468	0.2169819832
469	0.2167147636
470	0.2162998676
471	0.2160196304
472	0.2157047749
473	0.2152418613
474	0.2148584843
475	0.2145759106
476	0.2143411636
477	0.2139828682
478	0.2136164188
479	0.2132702589
480	0.2127662659
481	0.2122524261
482	0.2118903399
483	0.2114929914
484	0.211141324
485	0.2109146833
486	0.2105581284
487	0.2102140427
488	0.2098672867
489	0.2094931126
490	0.209209919
491	0.2087794542
492	0.2083706856
493	0.2079982042
494	0.2077486038
495	0.2074368477
496	0.2072795153
497	0.206850338
498	0.2064092159
499	0.2060705423
500	0.2057614326
501	0.2054586887
502	0.205019474
503	0.2047468424
504	0.2044854641
505	0.204147768
506	0.20386374
507	0.2034579754
508	0.2029705524
509	0.2026425123
510	0.2021857023
511	0.2018500566
512	0.2015218258
513	0.2011086941
514	0.2008297443
515	0.2003201485
516	0.1999603152
517	0.1996135831
518	0.1992591143
519	0.1988738179
520	0.1984752893
521	0.1980831623
522	0.1979044557
523	0.1975204229
524	0.1970208645
525	0.1967056274
526	0.196345222
527	0.1959619045
528	0.1956527829
529	0.1953760982
530	0.1950638533
531	0.1947272539
532	0.1944437504
533	0.1939308882
534	0.1934786081
535	0.1931271553
536	0.1929154873
537	0.1924440265
538	0.1921813726
539	0.1917776346
540	0.1915492296
541	0.1911621332
542	0.1907705784
543	0.1904394865
544	0.1900947094
545	0.1896022081
546	0.1891628504
547	0.1886870265
548	0.1882825851
549	0.1880469918
550	0.1878191113
551	0.1874755263
552	0.1871371388
553	0.186900866
554	0.1866313457
555	0.186298418
556	0.1859856129
557	0.1857560277
558	0.1855007768
559	0.1850104094
560	0.1846180439
561	0.1843776703
562	0.1841262341
563	0.1837241411
564	0.1834407568
565	0.183099556
566	0.1827957392
567	0.182378459
568	0.1820005655
569	0.1816587925
570	0.1813953638
571	0.181024003
572	0.1806801796
573	0.1802973986
574	0.1799404144
575	0.1795035839
576	0.1792277336
577	0.1788611054
578	0.1785513878
579	0.1783365846
580	0.1780374289
581	0.1778389573
582	0.1775358677
583	0.1771693468
584	0.1768456817
585	0.176608634
586	0.1764139175
587	0.1761567593
588	0.1756745338
589	0.1754042387
590	0.1751408577
591	0.1747239947
592	0.1743507266
593	0.1740732431
594	0.1737695456
595	0.1733890057
596	0.1733043194
597	0.1729912281
598	0.172690165
599	0.1722727776
600	0.172007215
601	0.1718214512
602	0.1714491367
603	0.1712311149
604	0.1709912539
605	0.1708629847
606	0.1706712484
607	0.1704204559
608	0.1702441692
609	0.1699556231
610	0.169504261
611	0.1691876411
612	0.1689131379
613	0.1686697602
614	0.1684648752
615	0.1682320356
616	0.1679474592
617	0.1676834583
618	0.1674111962
619	0.1670497894
620	0.1667583466
621	0.166482842
622	0.166140008
623	0.1659042597
624	0.1656591415
625	0.1654217601
626	0.1651764393
627	0.1647450686
628	0.1645448208
629	0.1642625093
630	0.1640310884
631	0.163686955
632	0.1634300947
633	0.163220036
634	0.162949264
635	0.1626930952
636	0.1625384927
637	0.1623631358
638	0.1620783806
639	0.1617707968
640	0.161512363
641	0.1611797452
642	0.160973525
643	0.1607059956
644	0.1604320884
645	0.1601634264
646	0.1598728657
647	0.1593773842
648	0.1591375589
649	0.1589040518
650	0.1587130666
651	0.158393383
652	0.1580432892
653	0.1577740073
654	0.1574879527
655	0.157144022
656	0.1569112897
657	0.1566620946
658	0.1564138174
659	0.156097579
660	0.1557428598
661	0.1555628419
662	0.1552631617
663	0.1550255179
664	0.154835391
665	0.1546337843
666	0.1543122053
667	0.1539698601
668	0.1537417769
669	0.1535703421
670	0.1533700705
671	0.1531947374
672	0.1530172348
673	0.1527616024
674	0.152452898
675	0.15224123
676	0.1519579291
677	0.1516083717
678	0.1513414621
679	0.1510876656
680	0.1509057879
681	0.1506360531
682	0.1503726244
683	0.1501269102
684	0.1499634743
685	0.1497908115
686	0.1495931864
687	0.1493289948
688	0.1490490675
689	0.1488548398
690	0.1486330152
691	0.1483780503
692	0.1481437683
693	0.1479123354
694	0.1476478577
695	0.147396791
696	0.1471567154
697	0.1468427658
698	0.1467066526
699	0.1464223504
700	0.1461545944
701	0.1458945036
702	0.1456799865
703	0.1454185724
704	0.1450805426
705	0.1449185014
706	0.1446752071
707	0.1444295049
708	0.1442058206
709	0.143950367
710	0.1437155724
711	0.1434893131
712	0.1433373451
713	0.1431109667
714	0.1429249763
715	0.1426366806
716	0.142461288
717	0.1422450781
718	0.141937232
719	0.1417416334
720	0.1415931106
721	0.1413273931
722	0.1411595345
723	0.1409480095
724	0.1406972051
725	0.1404597163
726	0.1402327776
727	0.1400132418
728	0.1397786379
729	0.1395133495
730	0.1393523455
731	0.1392237186
732	0.1390217781
733	0.1388124704
734	0.1386427879
735	0.138444519
736	0.138270545
737	0.1380821943
738	0.137904942
739	0.1377216339
740	0.1375575542
741	0.1373270035
742	0.137102592
743	0.1369440198
744	0.1367687345
745	0.136562717
746	0.1363546968
747	0.1360835791
748	0.1358310103
749	0.135601449
750	0.1353600144
751	0.1351477265
752	0.1349725008
753	0.1347657442
754	0.1345449924
755	0.134340167
756	0.1341659069
757	0.134013319
758	0.1337835431
759	0.1335770845
760	0.133396554
761	0.1332283258
762	0.1331190109
763	0.1328994036
764	0.1327356935
765	0.1324596643
766	0.1322426319
767	0.131956625
768	0.1317249894
769	0.1314996958
770	0.1312114477
771	0.1310025215
772	0.1307868481
773	0.1305299997
774	0.1302921534
775	0.1300614595
776	0.1298247695
777	0.1297055483
778	0.1294721127
779	0.1293019533
780	0.1291154504
781	0.1288717747
782	0.1286376238
783	0.128473866
784	0.1282657266
785	0.1281396151
786	0.1280435562
787	0.127835536
788	0.127669847
789	0.1274715185
790	0.1273727536
791	0.1271861076
792	0.1269970059
793	0.1268008113
794	0.1265876889
795	0.1264379025
796	0.1261880517
797	0.1260255337
798	0.1258303285
799	0.1256639838
800	0.1253904581
801	0.1251997471
802	0.1250360727
803	0.1248732328
804	0.1247455359
805	0.124527967
806	0.1243210435
807	0.1240575075
808	0.1237395287
809	0.1235725522
810	0.1233895898
811	0.1231664658
812	0.1228908896
813	0.1227765799
814	0.1225683093
815	0.1223350525
816	0.1221844673
817	0.1220419526
818	0.1218155146
819	0.1215960264
820	0.1213830471
821	0.1211199045
822	0.1209970117
823	0.1207200646
824	0.1204271555
825	0.1202253342
826	0.1200336099
827	0.1198762894
828	0.1197465897
829	0.1195299864
830	0.1194085121
831	0.1192585826
832	0.1191010714
833	0.118895793
834	0.1186536193
835	0.1185246468
836	0.1183529139
837	0.1181297302
838	0.1179979563
839	0.1177997708
840	0.1176295757
841	0.1173962593
842	0.1171949983
843	0.1169941425
844	0.116887939
845	0.1166651726
846	0.116434896
847	0.1163559675
848	0.1161883593
849	0.1158885002
850	0.1157187819
851	0.1155688763
852	0.1153953671
853	0.11525383
854	0.1151299953
855	0.1149631023
856	0.114795351
857	0.1146507502
858	0.1144903064
859	0.1142738104
860	0.1140874147
861	0.1139445066
862	0.1137488365
863	0.113531816
864	0.1133507848
865	0.1131791711
866	0.1131012559
867	0.1129919767
868	0.1127995849
869	0.1126256943
870	0.1124406695
871	0.1122009039
872	0.111994338
873	0.1118499279
874	0.1116906166
875	0.1115525603
876	0.1114462614
877	0.1113692522
878	0.1111882925
879	0.1110250354
880	0.110880518
881	0.110725379
882	0.1105919242
883	0.1104344964
884	0.1102548599
885	0.1101166725
886	0.1098975658
887	0.1097369075
888	0.1095594406
889	0.1093456507
890	0.1091706991
891	0.109006536
892	0.1087913036
893	0.10864048
894	0.1084969759
895	0.1082966089
896	0.1081383348
897	0.1079708934
898	0.1078017473
899	0.1076675653
900	0.1075093865
901	0.1073034763
902	0.1071899295
903	0.1069696188
904	0.1068066835
905	0.1066212416
906	0.1065132141
907	0.1063631415
908	0.1061759472
909	0.1060621023
910	0.1059010029
911	0.1057446361
912	0.1055910826
913	0.1054555416
914	0.1052667856
915	0.1050483704
916	0.1049297333
917	0.1047789335
918	0.1046332836
919	0.1044430971
920	0.1042427778
921	0.1041141868
922	0.1039257526
923	0.1037974477
924	0.1036240816
925	0.10345788
926	0.1033342719
927	0.1031680822
928	0.1030307293
929	0.1028893709
930	0.1027377367
931	0.1026428461
932	0.1024478555
933	0.102330184
934	0.1021486759
935	0.1019957185
936	0.1017715454
937	0.1015935898
938	0.1014519691
939	0.1012791634
940	0.1011215448
941	0.1009804726
942	0.1008776903
943	0.1007189631
944	0.1006002069
945	0.1004796743
946	0.1002760768
947	0.1001378775
948	0.100002718
949	0.09987333417
950	0.09973896742
951	0.09954072237
952	0.09939495921
953	0.09931145906
954	0.09915385246
955	0.09902279377
956	0.09883532524
957	0.09870545268
958	0.09858416319
959	0.09844388962
960	0.0983073473
961	0.09817487597
962	0.09801803827
963	0.09787678719
964	0.09773439765
965	0.09754617214
966	0.09740421772
967	0.09725505114
968	0.09712333679
969	0.09705331326
970	0.09690322876
971	0.09677208662
972	0.09664123058
973	0.09650558233
974	0.09627815485
975	0.09613137245
976	0.0959931612
977	0.09587335587
978	0.09572682381
979	0.09556553364
980	0.09541156292
981	0.09534596205
982	0.09520907998
983	0.09502257109
984	0.09488273859
985	0.09475479126
986	0.09455646276
987	0.09446725845
988	0.09433118105
989	0.09425233603
990	0.09411374331
991	0.09397797585
992	0.09387494922
993	0.09378841519
994	0.09363129139
995	0.0935269773
996	0.09334710836
997	0.09318318367
998	0.09306078553
999	0.09288569689
